,sunb_name,contents_origin,ingd_code
411,"센나엽(열매)(Senna(잎,열매))",충분한 물과 함께 취침 전에 복용하세요. [약 250ml 이상],I003682
412,수산화마그네슘(Magnesium Hydroxide),철분이나 엽산 보충제의 흡수를 방해할 수 있으므로 2시간 이상 간격을 두고 복용하세요. ,I001983
413,수산화마그네슘(Magnesium Hydroxide),시트러스 함유 식품/음료와 함께 복용하면 알루미늄의 흡수가 증가할 수 있습니다. 3시간 이상 간격을 두고 복용하세요.,I001983
414,차전자피(Psyllium Husk),공복(식사 1시간 이전 또는 식사 2시간 이후)에 복용하세요.,I006317
415,차전자피(Psyllium Husk),반드시 충분한 양의 수분(최소 250ml의 액제)과 함께 이 약을 복용하세요.,I006317
416,차전자피(Psyllium Husk),이 약은 다른 약물의 흡수에 영향을 미칠 수 있어요. 다른 약물과 최소 2시간 이상의 시간 간격을 두고 이 약을 복용하세요. ,I006317
417,밀크시슬엑스(Milk-thistle Ext.),,I003718
418,박하유(Mentha Oil),,I002910
419,백굴채(Chelidonium Herb),,I001767
420,포공영(Dandelion),,I005289
421,프랑굴라피(Frangula Bark),,I001622
422,울금(Curcuma Root),,I012235
423,등심초(Juncus Medulla),,I008190
424,빈랑자(Areca),,I004322
425,현호색(Corydalis Tuber),,I006177
426,회향(Fennel),,I000968
427,죽여(Bambusae Caulis in Taeniam),,I009530
428,푸르설티아민(Fursultiamine),,I001642
429,p-아미노벤조산(p-Aminobenzoic Acid),,I004189
430,수막구균 혈청형 다당류와 C.diphtheriae 접합 단백질(Meningococcal Polysaccharide Diphtheria Toxoid Conjugate Vaccine),,I012753
431,수막구균ㆍ디프테리아CRM197단백접합백신(Meningococcal Conjugated to Diphtheria CRM197 Vaccine),,I012604
432,사스코로나바이러스-2mRNA 백신(SARS-CoV-2 mRNA vaccine),,I012920
433,유비데카레논(Ubidecarenone),지방이 함유된 음식과 함께 복용하면 흡수를 높일 수 있어요.,I005713
434,"메틸-N,S-디아세틸시스테인(Methyl-N,S-diacetylcysteine)",,I002223
435,췌장단백분해효소(Pancreatic Proteases),,IC00024
436,익모초(Leonurus Herb),,I002401
437,수두백신(Varicella-Zoster Vaccines),,I005768
438,폐렴구균ㆍ디프테리아CRM197단백접합백신(Pneumococcus Conjugated to Diphtheria CRM197 Vaccine),,I012578
439,A형간염바이러스백신(Hepatitis A Vaccines),,I004710
440,반하백출천마탕,,IB00085
441,아산화질소(Nitrous Oxide),,I002588
442,산화제이구리(Cupric Oxide),,I007347
443,사스코로나바이러스-2바이러스벡터백신(SARS-CoV-2 Virus Vector Vaccine),,I012919
444,"인플루엔자표면항원백신(Influenza Vaccine (Surface Antigen, Inactivated))",,I012563
445,미녹시딜(Minoxidil),,I002333
446,케라틴(Keratin),,I007615
447,효모(Yeast),,I001119
448,L-시스틴(L-Cystine),,I000740
449,아선약(Gambir),,I000376
450,황련ㆍ황백(Coptis RhizomeㆍPhellodendron Bark),,IC00031
451,전호(Angelica Decursiva Root),,I008354
452,육두구(Nutmeg),,I002639
453,수막구균B군흡착백신(Meningococcal Group B Vaccine),,I012984
454,교이(Saccharum Granorum),,I008141
455,천남성(Arisaema Rhizome),,I006069
456,이오헥솔(Iohexol),,I004961
457,정제백일해항원(Tohoma I상균주)(Purified Pertussis Antigen(Tohama I)),,I009408
458,불활화폴리오백신(Inactivated Poliomyelitis Vaccine),,I003150
459,보중익기탕,,IB00103
460,백단향(Santali Albi Lignum),,I008219
461,자단향(Red Sandal Wood),,I008337
462,초과(Amomum Tsao-ko Fruit),,I008389
463,패장(Patriniae Radix),,I008407
464,"2,4-디니트로클로로벤젠(2,4-Dinitrochlorobenzene)",,
465,2-데옥시-D-글루코스(2-Deoxy-D-glucose),,
466,2-메톡시에탄올(2-Methoxyethanol),,
467,"3,4-디아미노피리딘(3,4-Diaminopyridine)",,
468,γ-아미노-β-히드록시부티르산(γ-Amino-β-Hydroxy Butyric Acid),,
469,4-디메칠아미노페놀하이드로클로라이드(4-Dimethylaminophenol Hydrochloride),,
470,4-페닐피라세탐(4-Phenylpiracetam),,
471,5-아미노레불린산(5-Aminolevulinic Acid),,
472,5-메톡시소라렌(5-Methoxypsoralen),,
473,현사업미정비(자료정비포함),,
474,5-메틸-2-페닐벤족사졸(5-Methyl-2-phenylbenzoxazole),,
475,아바카비르(Abacavir),,
476,아바카비르숙신산염(Abacavir Succinate),,
477,아바카비르황산염(Abacavir Sulfate),,
478,아바멕틴(Abamectin),,
479,아바렐릭스(Abarelix),,
480,압식시맙(Abciximab),,
481,아베티무스나트륨(Abetimus Sodium),,
482,아브러스(Abrus),,
483,성분맵핑불필요(위생용품등),,
484,웜우드(Wormwood),,
485,비칼루타미드(Bicalutamide),식사와 관계없이 복용할 수 있어요.,
486,비칼루타미드(Bicalutamide),음주를 삼가세요.,
487,중탄산(Bicarbonate),,
488,비클로티몰(Biclotymol),,
489,비코자미신(Bicozamycin),,
490,비에타설핀(Bietaserpine),,
491,비페멜란(Bifemelane),,
492,바이포나졸(Bifonazole),,
493,비마토프로스트(Bimatoprost),,
494,비네달린(Binedaline),,
495,착향제등,,
496,비니피브레이트(Binifibrate),,
497,d-트란스알레트린(비오알레트린)(d-trans Allethrin(Bioallethrin)),,
498,비오틴(D-Biotin),,
499,비페리덴(Biperiden),이 약을 복용하는 동안 입이 마를 수 있어요. 충분한 물을 자주 섭취하세요.,
500,비페리덴(Biperiden),"음주를 삼가세요. 음주시 이 약의 약효가 감소하거나, 이 약의 부작용(느린 맥박 등)이 심해질 수 있어요.",
501,비페리덴염산염(Biperiden Hydrochloride),이 약을 복용하는 동안 입이 마를 수 있어요. 충분한 물을 자주 섭취하세요.,
502,비페리덴염산염(Biperiden Hydrochloride),"음주를 삼가세요. 음주시 이 약의 약효가 감소하거나, 이 약의 부작용(느린 맥박 등)이 심해질 수 있어요.",
503,젖산비페리덴(Biperiden Lactate),이 약을 복용하는 동안 입이 마를 수 있어요. 충분한 물을 자주 섭취하세요.,
504,젖산비페리덴(Biperiden Lactate),"음주를 삼가세요. 음주시 이 약의 약효가 감소하거나, 이 약의 부작용(느린 맥박 등)이 심해질 수 있어요.",
505,베툴라엽(Birch Leaf),,
506,박달나무타르유(Birch Tar Oil),,
507,비리페론(Biriperone),,
508,비사코딜(Bisacodyl),오후 공복시에 충분한 물 또는 주스와 함께 복용하세요.,
509,비사코딜(Bisacodyl),알약을 씹거나 부수지 말고 통째로 드세요.,
510,비사코딜(Bisacodyl),"이 약의 장용코팅(장에서 녹게 하기 위함)을 보호하기 위해 복용 후 1시간 이내에 우유, 유제품을 드시지 마세요.",
511,비사코딜(Bisacodyl),"이 약의 장용코딩(장에서 녹게 하기 위함)을 보호하기 위해 복용 후 1시간 이내에 칼슘, 마그네슘 보충제를 드시지 마세요. ",
512,자료정비시임시코드(자료정비후사용하지않음),,
513,염산비스안트렌(Bisantrene Hydrochloride),,
514,비스벤티아민(Bisbentiamine),,
515,비스부티아민(Bisbutiamine),,
516,초산비스데쿠알리늄(Bisdequalinium Diacetate),,
517,비스무트알루미늄(Bismuth Aluminate),,
518,비스무트시트르산염(Bismuth Citrate),,
519,산화비스머스(Bismuth Oxide),,
520,비스무트차살리실산염(Bismuth Subsalicylate),,
521,비스무트차탄산염(Bismuth Subcarbonate),,
522,한약 또는 생약제제,,
523,비스무트차갈르산염(Bismuth Subgallate),,
524,비스무트차질산염(Bismuth Subnitrate),,
525,비소프롤롤푸마르산염(Bisoprolol Fumarate),음주를 삼가세요. 음주시 이 약의 부작용(심장박동과 호흡의 느려짐 등)이 심해질 수 있어요.,
526,비소프롤롤푸마르산염(Bisoprolol Fumarate),식사와 관계없이 복용할 수 있어요. ,
527,초산비속사틴(Bisoxatin Acetate),,
528,비스포스포네이트(Bisphosphonates),,
529,비치오놀(Bithionol),,
530,메실산비톨테롤(Bitolterol Mesylate),,
531,광귤(Bitter Orange),,
532,비발리루딘(Bivalirudin),,
533,까막까치밥나무(Black Currant),,
534,레이크류,,
535,까막까치밥나무종자유(Black Currant Seed Oil),,
536,흑겨자(Black Mustard),,
537,까마종이(Black Nightshade),,
538,블랙피엔(Black PN),,
539,블레오마이신황산염(Bleomycin Sulfate),,
540,사람보존혈액(Whole Human Blood),,
541,파란노루삼(Blue Cohosh),,
542,보그머틀(Bog Myrtle),,
543,볼데논운데세노에이트(Boldenone Undecenoate),,
544,볼도엽(Boldo Leaf),,
545,생제,,
546,본모르포지네틱프로테인(Bone Morphogenetic Proteins),,
547,등골나물(Boneset),,
548,보핀돌롤말로네이트(Bopindolol Malonate),,
549,보리지(Borage),,
550,지치유(Borage Oil),,
551,붕사(Sodium Borate),,
552,적포도주B(Bordeaux B),,
553,붕산(Boric Acid),,
554,염산보나프린(Bornaprine Hydrochloride),,
555,초산보닐(Bornyl Acetate),,
556,미확인(원장으로내용확인어려운경우),,
557,보르테조밉(Bortezomib),,
558,보센탄수화물(Bosentan Hydrate),,
559,클로스트리듐보툴리눔독소A형(Clostridium Botulinum Toxin Type A),,
560,보툴리늄B독소(Botulinum B Toxin),,
561,보툴리즘항독소(Botulism Antitoxin),,
562,보박탄트(Bovactant),,
563,소초유(Bovine Colostrum),,
564,브래디키닌(Bradykinin),,
565,브랄로바비탈(Brallobarbital),,
566,원료의약품,,
567,밀기울(Wheat Bran),,
568,소듐브레퀴나어(Brequinar Sodium),,
569,브레틸륨토실산염(Bretylium Tosylate),,
570,브릴리언트블루FCF(Brilliant Blue FCF),,
571,브릴리언트그린(Brilliant Green),,
572,브리모니딘타르타르산염(Brimonidine Tartrate),,
573,브리네이즈(Brinase),,
574,브린졸라미드(Brinzolamide),,
575,브리부딘(Brivudine),,
576,BRL-26830A(BRL-26830A),,
577,의약외품원료,,
578,브로디파코움(Brodifacoum),,
579,브로디모프림(Brodimoprim),,
580,브로파로민(Brofaromine),,
581,브로마디올론(Bromadiolone),,
582,브로마제팜(Bromazepam),음주를 삼가세요. 음주시 이 약의 진정작용과 중독성이 심해질 수 있어요.,
583,브로마제팜(Bromazepam),{{카페인}} 복용시 주의하세요. 카페인은 이 약의 진정효과를 상쇄시킬 수 있어요.,
584,브로마제팜(Bromazepam),"천연진정제(예. 카바, 호프, 길초근, 시계꽃)를 복용시 약효가 중복되므로 위험할 수 있어요.",
585,브로마제팜(Bromazepam),니코틴은 이 약의 배설을 촉진하여 약효를 감소시킬 수 있어요.,
586,브로모디펜히드라민염산염(Bromodiphenhydramine Hydrochloride),이 약을 복용하면서 알코올을 섭취하면 졸음이 심해질 수 있어요. 음주를 삼가세요.,
587,브로모디펜히드라민염산염(Bromodiphenhydramine Hydrochloride),이 약을 복용하는 동안 입이 마를 수 있어요. 충분한 물을 자주 섭취하세요.,
588,브로모디펜히드라민염산염(Bromodiphenhydramine Hydrochloride),위장장애가 생기면 음식과 함께 복용하세요.,
589,브로모클로로펜(Bromochlorophene),,
590,브로멜라인(Bromelain),,
591,브롬헥신(Bromhexine),,
592,브롬헥신염산염(Bromhexine Hydrochloride),,
593,원장으로 확인 어려운 한방 또는 생약,,
594,브로마이드(Bromides),,
595,브로민(Bromine),,
596,브로미소발(Bromisoval),,
597,브로모클로로디플루오로메탄(Bromochlorodifluoromethane),,
598,브로모클로로살리실아닐리드(Bromochlorosalicylanilide),,
599,브로모시클렌(Bromociclen),,
600,브로모크립틴메실산염(Bromocriptine Mesilate),위장장애를 줄이기 위해 식후 또는 음식과 함께 드세요.,
601,브로모페노포스(Bromofenofos),,
602,브로모나프톨(Bromonaphthol),,
603,브로모포스(Bromophos),,
604,반제품(복합성분 제제),,
605,브로모프리드(Bromopride),,
606,브로모살리실산(Bromosalicylic Acid),,
607,브롬페리돌(Bromperidol),,
608,브롬페리돌데카노에이트(Bromperidol Decanoate),,
609,브롬페니라민말레산염(Brompheniramine Maleate),이 약을 복용하면서 알코올을 섭취하면 졸음이 심해질 수 있어요. 음주를 삼가세요.,
610,브롬살란즈(Bromsalans),,
611,브로노폴(Bronopol),,
612,브로파레스트롤(Broparestrol),,
613,브로피리민(Bropirimine),,
614,브로티아니드(Brotianide),,
615,화학적의약품의 반제품,,
616,브로티졸람(Brotizolam),,
617,염산브로바넥신(Brovanexine Hydrochloride),,
618,브라운FK(Brown FK),,
619,브라운HT(Brown HT),,
620,브록살딘(Broxaldine),,
621,브록사테롤(Broxaterol),,
622,브록수리딘(Broxuridine),,
623,브록시퀴놀린(Broxyquinoline),,
624,브루셀라백신(Brucellosis Vaccines),,
625,브리오니아(Bryonia),,
626,부추(Buchu),,
627,부시라민(Bucillamine),,
628,염산부신돌롤(Bucindolol Hydrochloride),,
629,벅톤(Buckthorn),,
630,부클라데신나트륨(Bucladesine Sodium),,
631,부클리진염산염(Buclizine Dihydrochloride),,
632,부클로사미드(Buclosamide),,
633,염산부크리케인(Bucricaine Hydrochloride),,
634,부데소니드(Budesonide),자몽주스와 함께 복용하면 이 약의 흡수를 크게(2배 가량) 높일 수 있으므로 자몽주스 섭취를 피하세요.,
635,부디핀(Budipine),,
636,부페톨롤염산염(Bufetolol Hydrochloride),,
637,부플로메딜염산염(Buflomedil Hydrochloride),,
638,부포민(Buformin),,
639,부포테닌(Bufotenine),,
640,소듐부프롤린(Bufrolin Sodium),,
641,염산부푸라롤(Bufuralol Hydrochloride),,
642,부필린(Bufylline),,
643,부메타니드(Bumetanide),식사와 함께 복용하면 위장장애를 줄일 수 있어요.,
644,부메타니드(Bumetanide),"녹차, 아스파라거스 추출물, 민들레차와 같은 천연 이뇨제와 효과가 중복되므로 섭취에 주의하세요.",
645,부메타니드(Bumetanide),{{칼륨이 풍부한 식단}} 또는 칼륨보충제를 복용시 저칼륨혈증에 도움을 줄 수 있어요.,
646,부메타니드(Bumetanide),인산알루미늄을 함유한 제산제 복용시 이 약의 흡수가 저해될 수 있어요. 이 약과 시간간격을 두고 제산제를 복용하세요.,
647,구연산부나프틴(Bunaftine Citrate),,
648,염산부나미딘(Bunamidine Hydrochloride),,
649,부나미딘하이드록시나프토에이트(Bunamidine Hydroxynaphthoate),,
650,부나조신염산염(Bunazosin Hydrochloride),,
651,염산부니트롤롤(Bunitrolol Hydrochloride),,
652,부파르바쿠온(Buparvaquone),,
653,닐리드린염산염(Nylidrin Hydrochloride),,
654,부프라놀롤염산염(Bupranolol Hydrochloride),,
655,부프로피온염산염(Bupropion Hydrochloride),위장장애를 줄이기 위해 식후 또는 음식과 함께 드실 수 있어요.,
656,부프로피온염산염(Bupropion Hydrochloride),음주를 최대한 줄이거나 피하세요.,
657,부퀴네란(Buquineran),,
658,오이풀(Burnet),,
659,부세렐린(Buserelin),,
660,부세렐린아세트산염(Buserelin Acetate),,
661,부스피론염산염(Buspirone Hydrochloride),"음식과 함께 복용하면 생체이용율이 변하므로(증가), 식후 또는 공복시 복용 중 하나를 선택하여 일관되게 유지하세요.",
662,부스피론염산염(Buspirone Hydrochloride),자몽주스 섭취를 피하세요.,
663,부스피론염산염(Buspirone Hydrochloride),음주를 삼가세요.,
664,부설판(Busulfan),,
665,염산부탈라민(Butalamine Hydrochloride),,
666,부탈비탈(Butalbital),음주를 삼가세요.,
667,부타미레이트시트르산염(Butamirate Citrate),,
668,부탄(Butane),,
669,염산부타닐리케인(Butanilicaine Hydrochloride),,
670,인산부타닐리케인(Butanilicaine Phosphate),,
671,말레인산부타페라진(Butaperazine Maleate),,
672,인산부타페라진(Butaperazine Phosphate),,
673,부타조피리딘(Butazopyridine),,
674,부테나핀염산염(Butenafine Hydrochloride),,
675,부타미레이트시트르산염(Butetamate Citrate),,
676,부티놀린인산염(Butinoline Phosphate),,
677,부티시레이트(Butixirate),,
678,부티지드(Butizide),아침에 식후 또는 식사(우유)와 함께 복용하면 위장장애를 줄일 수 있어요.,
679,부티지드(Butizide),{{칼륨이 풍부한 식단}} 또는 칼륨보충제를 복용시 저칼륨혈증에 도움을 줄 수 있어요.,
680,부티지드(Butizide),음주를 삼가세요. 이 약의 부작용인 기립성 저혈압이 심해질 수 있어요.,
681,부티지드(Butizide),이 약은 혈중 칼슘 농도를 증가시킬 수 있어요. 칼슘보충제나 비타민 D 보충제를 복용하기 전에 전문가와 상의하세요.,
