dcode,dname,extracted,ingd_code,merged_contents,권장,주의,권장영양소,권장식재료,주의영양소,주의식재료
A11A1830A0029,가니온과립(인진오령산),,,,,,,,,
2016012700039,가다실9주(인유두종바이러스9가백신),,,,,,,,,
2016012700038,가다실9프리필드시린지(인유두종바이러스9가백신),,,,,,,,,
A11AKP07L0421,가다실주(인유두종바이러스 4가 백신),,,,,,,,,
A11AKP07L0422,가다실프리필드시린지(인유두종바이러스4가백신),,,,,,,,,
A11A1500A0250,가소백산(가미소요산),,,,,,,,,
A11AKP07L0332,갈천신순정산(갈근탕가천궁신이엑스),,,,,,,,,
A11AKP08F0507,갈해방엑스과립(갈근해기탕),,,,,,,,,
A11AGGGGG7010,감바로과립,,,,,,,,,
A11AKP07L0258,감온탕엑스과립(귀기건중탕),,,,,,,,,
A11AKP08L0116,감치원골드액(십신탕액),,,,,,,,,
A11A0400A0132,거풍청신환(거풍지보단),,,,,,,,,
A11A1830A0053,건기환(쌍화탕),,,,,,,,,
A11APPPPP1623,건위황정,건위황정,I003757,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의",,"카페인,마늘, 양파",,,카페인,"마늘, 양파"
0kyz5yr4dgsh0,건치환,,,,,,,,,
2019110600011,경남우황청심원액(사향대체물질L-무스콘함유),,,,,,,,,
2019111800005,경남우황청심원현탁액,,,,,,,,,
A11AKP08L0283,경남헤모퀸플러스캡슐,,,,,,,,,
A11AKP08G1150,경방가미소요산엑스과립,,,,,,,,,
2019112500006,경방가미소요산연조엑스(단미엑스혼합제),,,,,,,,,
A11AKP08F0508,경방갈근해기탕엑스과립(동의수세보원),,,,,,,,,
A11AKP07L0374,경방거풍지보단환,,,,,,,,,
A11AKP08G1154,경방계지가용골모려탕엑스과립,,,,,,,,,
A11AKP07L0294,경방계지복령환가대황엑스과립,,,,,,,,,
2020101300010,경방곽향정기산연조엑스,,,,,,,,,
2017080100021,경방구미강활탕연조엑스(단미엑스혼합제),,,,,,,,,
2016121900001,경방구미강활탕정,,,,,,,,,
2018070600002,경방궁하탕연조엑스,,,,,,,,,
2016081900002,경방궁하탕정,,,,,,,,,
A11AKP07L0358,경방당귀사역가오수유생강탕엑스과립,,,,,,,,,
A11AKP08G1159,경방당귀작약산엑스과립,,,,,,,,,
A11AKP08G1250,경방반하백출천마탕엑스과립,,,,,,,,,
2019103000009,경방반하백출천마탕연조엑스(단미엑스혼합제),,,,,,,,,
A11AKP08G1253,경방방풍통성산엑스과립,,,,,,,,,
A11AKP08G1256,경방보중익기탕엑스과립,,,,,,,,,
2017122700003,경방보중익기탕연조엑스,,,,,,,,,
A11AKP08G1258,경방사물탕엑스과립,,,,,,,,,
2017080100017,경방삼출건비탕연조엑스,,,,,,,,,
A11AKP08A0059,경방삼호작약탕,,,,,,,,,
A11AKP08G1265,경방소경활혈탕엑스과립,,,,,,,,,
A11AKP08F0513,경방숙지황고삼탕엑스과립(동의수세보원),,,,,,,,,
A11AKP08F0514,경방승양익기탕엑스과립(동의수세보원),,,,,,,,,
A11AKP08G1283,경방십전대보탕엑스과립,,,,,,,,,
A11AKP08G1285,경방쌍화탕엑스과립,,,,,,,,,
A11AKP08F0516,경방양독백호탕엑스과립(동의수세보원),,,,,,,,,
A11AKP08G1287,경방연령고본단,,,,,,,,,
A11AKP08F0517,경방열다한소탕엑스과립,,,,,,,,,
A11AKP08G1288,경방영계출감탕엑스과립,,,,,,,,,
A11AKP08G1292,경방오림산엑스과립,,,,,,,,,
A11AKP08G1297,경방오적산엑스과립,,,,,,,,,
2018022600008,경방오적산연조엑스,,,,,,,,,
2016090500001,경방오적산정,,,,,,,,,
A11AKP07L0340,경방오적산환,,,,,,,,,
A11AKP08F0992,경방온백원,,,,,,,,,
2019122700007,경방우황청심원(사향대체물질l-무스콘함유),,,,,,,,,
A11AKP08G1329,경방육군자탕엑스과립,,,,,,,,,
A11AKP08G1332,경방이중탕엑스과립,,,,,,,,,
2019022200024,경방자음강화탕연조엑스,,,,,,,,,
A11AKP08F0522,경방적백하오관중탕엑스과립,,,,,,,,,
A11AKP08F0525,경방지황백호탕엑스과립,,,,,,,,,
A11AKP07L0397,경방청상견통탕엑스과립,,,,,,,,,
2021090600003,경방청상견통탕연조엑스(단미엑스혼합제),,,,,,,,,
A11AKP08F0527,경방청심연자탕엑스과립(동의수세보원),,,,,,,,,
2015032400012,경방탁리소독음엑스과립,,,,,,,,,
A11AKP08F0530,경방팔물군자탕엑스과립,,,,,,,,,
2018091900001,경방팔물탕연조엑스,,,,,,,,,
2021090900007,경방행소탕연조엑스,,,,,,,,,
2017080100019,경방형개연교탕연조엑스,,,,,,,,,
A11AKP08F0535,경방형방사백산엑스과립(동의수세보원),,,,,,,,,
A11AKP08F0537,경방활석고삼탕엑스과립,,,,,,,,,
A11AKP08F0539,경방황기계지탕엑스과립(동의수세보원),,,,,,,,,
2019070800025,경방황련해독탕정(단미엑스혼합제),,,,,,,,,
A11A3660A0057,경신환,,,,,,,,,
2022061400005,경위단,,,,,,,,,
A11AKP08G0998,경진거풍지보단,,,,,,,,,
A11A3660B0138,경진곽향정기산엑스과립,,,,,,,,,
A11AKP08G1001,경진당귀작약산엑스과립,,,,,,,,,
A11AKP08G1377,경진반하백출천마탕엑스과립,,,,,,,,,
A11AKP08G1005,경진방풍통성산엑스과립,,,,,,,,,
2021102100004,경진방풍통성산정(수출용),,,,,,,,,
it4zqgmhe4oa8,경진변방우황청심원(수출용),,,,,,,,,
A11APPPPP1724,경진보위환(건비환),,,,,,,,,
A11AKP08G1382,경진보중익기탕(혼합단미엑스산제),,,,,,,,,
A11A3660A0028,경진보중익기탕엑기스과립,,,,,,,,,
A11AKP08G2885,경진보화환,,,,,,,,,
A11A3660A0087,경진사군자탕엑스과립,,,,,,,,,
A11AKP08G3282,경진삼진환,,,,,,,,,
A11A3660A0075,경진소경활혈탕엑스과립,,,,,,,,,
A11A3660A0096,경진소풍산엑스과립,,,,,,,,,
A11AKP08G2969,경진십전대보탕엑스과립,,,,,,,,,
2016072200010,경진안궁우황환(수출용),,,,,,,,,
2014091600004,경진억간산가진피반하엑스과립,,,,,,,,,
A11A3660B0034,경진연령고본단,,,,,,,,,
A11A3660A0070,경진오령산엑스과립,,,,,,,,,
A11A3660A0129,경진오약순기탕엑스과립,,,,,,,,,
2015010600006,경진오적산환,,,,,,,,,
A11AKP08G1009,경진온청음엑스과립,,,,,,,,,
A11AKP08G1010,경진우황청심원(사향대체물질엘-무스콘함유)(수출용),,,,,,,,,
A11AKP08G1011,경진원방우황청심원(사향대체물질엘-무스콘함유),,,,,,,,,
A11AKP08G2781,경진원방우황청심원(수출용),,,,,,,,,
A11AKP08G2324,경진원방우황청심원액(수출용),,,,,,,,,
A11A3660A0062,경진이중탕엑스과립,,,,,,,,,
A11AKP08G2822,경진자음강화탕엑스과립,,,,,,,,,
A11AKP08G2770,경진천왕보심단,,,,,,,,,
A11AKP08G1850,경진청서익기탕엑스과립,,,,,,,,,
A11A3660A0104,경진청폐탕엑스과립,,,,,,,,,
A11AKP08F1055,경진헤파신캡슐(배농산급탕),,,,,,,,,
A11A3660A0093,경진형개연교탕(혼합단미엑스산제),,,,,,,,,
A11AKP08G3799,경진형개연교탕엑스과립,,,,,,,,,
A11AKP08G1017,경진황련해독탕엑스과립,,,,,,,,,
A11AKP08G1915,경통환(소경활혈탕),,,,,,,,,
A11AKP08G2583,경피용건조비씨지백신(일본균주),,,,,,,,,
A11A1500A0304,계령백산(계지복령환),,,,,,,,,
A11AKP07L0334,계령순정산(계지복령환),,,,,,,,,
A11AKP07L0303,계모순정산(계지가용골모려탕엑스),,,,,,,,,
A11AKP08A0336,계미령에스환(계지복령환),,,,,,,,,
A11A1500A0309,계작백산,,,,,,,,,
A11AKP07L0300,계작순정산,,,,,,,,,
A11A1080A0018,고려됴고약,,,,,,,,,
A11A1240A0017,고호환(양혈장근건보환),,,,,,,,,
2015101300001,광동네모파스카타플라스마,,,,,,,,,
2016031500002,광동동의한방고에스카타플라스마,,,,,,,,,
6qnjl9z1ryh1i,광동동의한방고카타플라스마,,,,,,,,,
A11A2260A0456,광동마음정액(청심보혈탕),,,,,,,,,
2018052400002,광동만수고골드플라스타,,,,,,,,,
A11AKP08G1019,광동연령고본단,,,,,,,,,
A11A2260A0342,광동우황청심원,,,,,,,,,
A11AHHHHH0215,광동우황청심원(사향대체물질영묘향함유),,,,,,,,,
2009071500730,광동우황청심원(수출용),,,,,,,,,
A11AKP08G1964,광동우황청심원과립,,,,,,,,,
A11A2260A0347,광동우황청심원현탁액,,,,,,,,,
A11A2262A0568,광동우황청심원현탁액(사향대체물질영묘향함유),,,,,,,,,
A11A2260A0018,광동원방우황청심원,,,,,,,,,
A11AHHHHH0214,광동원방우황청심원(사향대체물질영묘향함유),,,,,,,,,
A11A2260A0486,광동원방우황청심원현탁액,,,,,,,,,
A11A2262A0569,광동원방우황청심원현탁액(사향대체물질함유),,,,,,,,,
A11A2260A0501,광동원탕,,,,,,,,,
A11AKP08G1020,광동장원정(수출용),,,,,,,,,
2009071500343,광진환(수출용),,,,,,,,,
2020030900001,굿라인정,,,,,,,,,
A11A1500A0322,궁교백산(궁귀교애탕),,,,,,,,,
A11AKP07L0385,그린쿨환(안중조기환),,,,,,,,,
2017012300012,그린플루에스주(신종인플루엔자분할백신)(수출용),,,,,,,,,
2017012300013,그린플루에스프리필드시린지주(신종인플루엔자분할백신),,,,,,,,,
2010010800040,그린플루에스플러스주(어쥬번티드 신종인플루엔자분할백신),,,,,,,,,
A11AKP08G1969,근골환(양혈장근건보환),,,,,,,,,
A11AGGGGG7011,금왕심단(천왕보심단),,,,,,,,,
2009090700087,금진단,,,,,,,,,
A11AKP08G0524,기익보과립(보중익기탕),,,,,,,,,
A11A1500A0389,내소백산,,,,,,,,,
A11AKP08F1146,냉감한방만의고카타플라스마,,,,,,,,,
A11AKP08B0083,냉감한생고카타플라스마,,,,,,,,,
A11A0210A0422,네프라민주(250mL/백),,,,,,,,,
A11AMMMMM0654,네프리솔주(백),,,,,,,,,
2018051700005,넥소브리드겔5g,,,,,,,,,
73y8k35gtsxvm,노넥스에프환(형개연교탕),,,,,,,,,
A11AKP07L0079,노넥스엑스과립(형개연교탕),,,,,,,,,
wniwid0ol1etp,노펜캡슐(작약감초탕),,,,,,,,,
A11AKP08K0252,노펜한방파프카타플라스마,,,,,,,,,
2017012300014,녹십자세포배양일본뇌염백신주(건조세포배양일본뇌염백신),,,,,,,,,
2009091800237,녹십자우황청심원액(사향대체물질엘-무스콘함유),,,,,,,,,
2016080900005,녹십자우황청심원현탁액,,,,,,,,,
2009090700297,녹십자원방우황청심원액(사향대체물질함유),,,,,,,,,
A11AKP08G5119,녹십자일본뇌염백신주,,,,,,,,,
A11AKP08F1168,녹십자제놀찜카타플라스마,,,,,,,,,
2016110200009,녹십자티디백신프리필드시린지주,,,,,,,,,
A11AKP08G2162,뉴렉스환(거창만령단),,,,,,,,,
2022011300019,뉴백소비드프리필드시린지(사스코로나바이러스-2표면항원백신(유전자재조합)),,,,,,,,,
A11AOOOOO6808,뉴백트과립,,,,,,,,,
2010072000005,뉴헤모캡슐(수출용),,,,,,,,,
ppyu1o6xp6inj,다이아닐피디투액1.5%(2.5L/2백),,,,,,,,,
A11AGGGGA2041,다이아닐피디투액1.5%(2L/2백),,,,,,,,,
scbwe1xbmdajf,다이아닐피디투액2.5%(2.5L/2백),,,,,,,,,
A11AGGGGA2044,다이아닐피디투액2.5%(2L/2백),,,,,,,,,
A11AGGGGA2045,다이아닐피디투액2.5%(5L/백),,,,,,,,,
xi68mp0s4vmyw,다이아닐피디투액4.25%(2.5L/2백),,,,,,,,,
A11AGGGGA2048,다이아닐피디투액4.25%(2L/2백),,,,,,,,,
di799mq68wjam,닥터허브한방파스에스카타플라스마,,,,,,,,,
05hmkhnvsb1g1,닥터허브한방파스카타플라스마,,,,,,,,,
A11AKP08A0344,당미령에스환(당귀작약산),,,,,,,,,
A11A1500A0320,당사생백산(당귀사역가오수유생강탕),,,,,,,,,
A11A1500A0312,당작백산(당귀작약산),,,,,,,,,
A11A3660A0037,당치환(위생천화원),,,,,,,,,
A11AKP07L0379,당혈환(당귀작약산),,,,,,,,,
A11ABBBBB2733,대한5%포도당가생리식염액(1L/백),,,,,,,,,
A11ABBBBB2734,대한5%포도당가생리식염액(500mL/백),,,,,,,,,
A11ABBBBB2736,대한5%포도당가칼륨나트륨주2호(1000mL/백),,,,,,,,,
2016100500003,대한5%포도당가칼륨나트륨주2호(500mL/백),,,,,,,,,
A11ABBBBB2798,대한50%포도당주(500mL/백),,,,,,,,,
2018032200009,대한디만니톨주사액20%(100mL/백),,,,,,,,,
A11ABBBBB2741,대한멸균생리식염수(100mL/백),,,,,,,,,
A11ABBBBB2743,대한멸균생리식염수(1L/백),,,,,,,,,
2016050200049,대한멸균생리식염수(250mL/백),,,,,,,,,
A11AGGGGA1343,대한멸균생리식염수(3L/백),,,,,,,,,
A11APPPPP2751,대한멸균생리식염수(500mL/백),,,,,,,,,
A11ABBBBB2744,대한멸균생리식염수(50mL/백),,,,,,,,,
2016120600086,대한멸균증류수(주사용수)(1000mL/백),,,,,,,,,
2017032000009,대한염화나트륨주0.45%(1000mL/백),,,,,,,,,
2017032000008,대한염화나트륨주0.45%(500mL/백),,,,,,,,,
A11ABBBBB2763,대한염화나트륨포도당주사액(1:4)(1L/백),,,,,,,,,
A11ABBBBB2764,대한염화나트륨포도당주사액(1:4)(500mL/백),,,,,,,,,
2019101600040,대한포도당주사액10%(1000mL/백),,,,,,,,,
A11ABBBBB2767,대한포도당주사액10%(500mL/백),,,,,,,,,
A11ABBBBB2770,대한포도당주사액5%(1000mL/백),,,,,,,,,
2019101600055,대한포도당주사액5%(100mL/백),,,,,,,,,
A11ABBBBB2771,대한포도당주사액5%(200mL/백),,,,,,,,,
A11ABBBBB2772,대한포도당주사액5%(500mL/백),,,,,,,,,
2018051800008,대한포도당주사액5%(50mL/백),,,,,,,,,
A11ABBBBB2778,대한하트만덱스주사액(500mL/백),,,,,,,,,
A11A1500A0253,대호백산,,,,,,,,,
A11AKP08G2205,대활환(소경활혈탕),,,,,,,,,
A11A1500A0318,대황목백산,,,,,,,,,
A11APPPPP2866,더모백겔,,,,,,,,,
2011103100005,더블백정,,,,,,,,,
2023031700003,더블유뮨액,,,,,,,,,
A11A0090A0114,데시텐과립(십전대보탕),,,,,,,,,
A11A1080A0003,도표됴고약,,,,,,,,,
A11A1500A0308,도핵백산(도핵승기탕),,,,,,,,,
A11A0670A0197,동성정로환당의정,,,,,,,,,
2018080700007,동성정로환에프정,,,,,,,,,
2018061500010,동성정로환에프환,,,,,,,,,
A11AKP08F1250,동의고카타플라스마,,,,,,,,,
A11AEEEEE0554,동의나신과립,,,,,,,,,
A11AKP08G1209,동의당귀음자탕엑스과립,,,,,,,,,
A11AEEEEE0546,동의당귀작약산엑스과립,,,,,,,,,
A11AKP08F1002,동의백자환에스(당귀작약산),,,,,,,,,
A11AKP08G1214,동의백출탕엑스과립,,,,,,,,,
A11AKP08G1216,동의시호청간탕엑스과립,,,,,,,,,
A11AKP08L0383,동의신위단,,,,,,,,,
A11AKP08G1218,동의십전대보탕엑스과립,,,,,,,,,
A11AEEEEE0561,동의쌍화탕엑스과립,,,,,,,,,
A11AEEEEE0563,동의영계출감탕엑스과립,,,,,,,,,
A11AKP08G1219,동의오적산,,,,,,,,,
A11AKP08G1220,동의온청음엑스과립,,,,,,,,,
A11AEEEEE0567,동의육군자탕엑스과립,,,,,,,,,
A11AKP08G2211,동의이목산엑스과립(인진오령산),,,,,,,,,
A11AEEEEE0570,동의자음강화탕엑스과립,,,,,,,,,
A11APPPPP2744,동인곤보환,,,,,,,,,
n0pp4k55pbq4q,동인보심단환(천왕보심단),,,,,,,,,
2010053100006,듀코랄액(경구콜레라백신),,,,,,,,,
A11AKP07L0180,디휘버엑스과립(청화보음탕),,,,,,,,,
2021081200001,러너스정,,,,,,,,,
A11A1500A0456,레독신캡슐(황련해독탕),,,,,,,,,
A11AOOOOO8111,레디페린에프캡슐,,,,,,,,,
2020062500017,레보카신주(100mL/백),,,,,,,,,
2020062500018,레보카신주(150mL/백),,,,,,,,,
A11AKP07L0182,레임백엑스과립,,,,,,,,,
2011011900001,로타릭스액(경구용 약독화 로타 생바이러스 백신),,,,,,,,,
2011120200001,로타릭스프리필드(경구용 약독화 로타 생바이러스 백신),,,,,,,,,
A11AKP07L0412,로타텍액(경구용 약독화 로타생바이러스백신),,,,,,,,,
A11AKP09E0026,로푸신주(100mL/백),로푸신주,I000493,카페인 주의,,카페인 ,,,카페인,
A11AEEEEE0364,로푸신주(200mL/백),,,,,,,,,
2014121600008,루브리칸트안연고(수출용),,,,,,,,,
2015072700008,루브리칸트에스티안연고(수출용),,,,,,,,,
2015071500006,루브리칸트프레쉬안연고(수출용),,,,,,,,,
2015060300225,루브리푸레쉬피엠안연고(수출용),,,,,,,,,
2019061800029,루비골드과립,,,,,,,,,
2012021300004,리드비백정,,,,,,,,,
A11APPPPP1828,리렉스엑스과립(황련해독탕),,,,,,,,,
07b8bjq120e0f,리버빅연질캡슐(수출용),,,,,,,,,
pz7wfuq2wwhl9,리버쿨환,,,,,,,,,
A11AKP07L0061,리소음엑스과립(탁리소독음),,,,,,,,,
A11AKP07L0311,리파워엑스과립,,,,,,,,,
2015060300224,리푸레쉬피엠안연고(수출용),,,,,,,,,
2023081400002,마더스우황청심원액,,,,,,,,,
2023081600001,마더스우황청심원현탁액,,,,,,,,,
A11AKP07L0255,마일드엑스과립(분심기음),,,,,,,,,
A11APPPPP2808,마젤린환,,,,,,,,,
A11AKP08G2245,마트롤환,,,,,,,,,
A11AKKKKK0129,만풍단(거창만령단),,,,,,,,,
A11AKP08F1138,맨담한방고카타플라스마,,,,,,,,,
2020030200016,메가골드백정,,,,,,,,,
A11A1120A0365,메가랩환,,,,,,,,,
A11AKP08G3874,메가백정,,,,,,,,,
A11AEEEEE0505,메가비트환,,,,,,,,,
2020090300002,메가삼백정,,,,,,,,,
2009092300111,메가슬림정,,,,,,,,,
2014072800040,메가우루백정,,,,,,,,,
2014112400015,"메낙트라주(수막구균(A,C,Y,W-135)다당류-DT단백접합백신)",,,,,,,,,
2021122800004,메디라인정,,,,,,,,,
A11APPPPP1785,메마트엑스과립(소경활혈탕),,,,,,,,,
2012052300001,"멘비오(수막구균 A,C,W135,Y-CRM197단백 접합 백신)",,,,,,,,,
A11AKP09F0037,명문시프로플록사신주사(100mL/백),명문시프로플록사신주사,I000493,카페인 주의,,카페인 ,,,카페인,
2016110200018,명문시프로플록사신주사(200mL/백),,,,,,,,,
6t29fkhbpq98g,명심고카타플라스마,,,,,,,,,
2022091400005,"모더나스파이크박스2주(엘라소메란,이멜라소메란)(사스코로나바이러스-2 mRNA 백신)",,,,,,,,,
2021052400004,모더나스파이크박스주(사스코로나바이러스-2 mRNA 백신),,,,,,,,,
A11AKP07L0078,모시나엑스과립(계지복령환),,,,,,,,,
2016110800004,모아타민골드비백정,,,,,,,,,
A11A1660A0183,몰트헤파겐연질캡슐(수출용),,,,,,,,,
A11AKP07L0284,무통환(영선제통음),,,,,,,,,
A11AOOOOO4277,뮤시딘플러스정(수출용),,,,,,,,,
A11AOOOOO3971,뮤코트렌정(수출용),,,,,,,,,
A11A1750A0050,미소정(가미소요산엑스정),,,,,,,,,
A11A1080A0089,미조보(궁귀조혈음엑기스과립),,,,,,,,,
A11A1080A0131,미춘보(온청음엑스과립),,,,,,,,,
A11AKP08G0757,바리박스주(수두생바이러스백신),,,,,,,,,
A11AKP08G3784,바리엘백신(수두생바이러스백신),,,,,,,,,
A11ABBBBB0196,바릴릭스주(수두생바이러스백신),,,,,,,,,
2023110100004,박스뉴반스프리필드시린지(폐렴구균·디프테리아CRM197단백접합백신),,,,,,,,,
2009092800006,박시플루주사액프리필드시린지(인플루엔자분할백신),,,,,,,,,
2017010200023,박씨그리프주(인플루엔자분할백신),,,,,,,,,
2017062100003,박씨그리프테트라주(인플루엔자분할백신),,,,,,,,,
2017012300017,박타주(A형간염백신),,,,,,,,,
2017012300018,박타프리필드시린지(A형간염백신),,,,,,,,,
A11A0090A0112,반백과립(반하백출천마탕),,,,,,,,,
A11AKP08F1001,반백순정산(반하백출천마탕),,,,,,,,,
2020030300001,배리셀라주(수두생바이러스백신),,,,,,,,,
2022052600001,백광의료용아산화질소,,,,,,,,,
2009071504160,백사민연질캡슐(수출용),,,,,,,,,
2021052400003,백스제브리아주(사스코로나바이러스-2 바이러스벡터백신),,,,,,,,,
2017062100002,백시플루4가주사액프리필드시린지(인플루엔자분할백신),,,,,,,,,
A11AKP08K0144,백시플루주사액프리필드시린지(인플루엔자분할백신),,,,,,,,,
A11AKP08F1410,백일후애액2%,,,,,,,,,
A11AKP08F1412,백일후애액5%,,,,,,,,,
2019030800056,백일후애캡슐,,,,,,,,,
2019042500054,백초수액,,,,,,,,,
A11A3550A0164,백초시럽플러스,,,,,,,,,
A11AKP08B0016,백치산에스과립(패독산),,,,,,,,,
A11AKP08A0461,백치산엑스과립(인삼패독산),,,,,,,,,
2020112600006,베나니액,,,,,,,,,
2022052000001,벡세로프리필드시린지,,,,,,,,,
2017080100028,벤포메가백정,,,,,,,,,
2018060500003,벤포비백정,,,,,,,,,
A11APPPPP1921,보금원환,,,,,,,,,
A11AKP07L0257,보기생열탕엑스과립(황기건중탕),,,,,,,,,
A11A1830A0049,보기환(오약순기산가도담탕환),,,,,,,,,
2016120600030,보노렉스300주(1000mL/백),,,,,,,,,
2016120600029,보노렉스300주(500mL/백),,,,,,,,,
2014121800001,보령디티에이피백신주(프리필드시린지),,,,,,,,,
2019090900192,보령디티에이피아이피브이백신프리필드시린지,,,,,,,,,
2017012300019,보령세포배양일본뇌염백신주(건조세포배양일본뇌염백신),,,,,,,,,
A11AOOOOO2190,보령우황청심원액(사향대체물질L-무스콘함유),,,,,,,,,
2015090800003,보령우황청심원현탁액,,,,,,,,,
A11AOOOOO3810,보령원방우황청심원액(사향대체물질L-무스콘함유),,,,,,,,,
2017012300020,보령일본뇌염백신주,,,,,,,,,
A11AKP09F0112,보령일본뇌염백신주프리필드시린지,,,,,,,,,
2022111600011,보령티디백신프리필드시린지,,,,,,,,,
2016072000002,보령플루Ⅴ테트라백신주(프리필드시린지)(인플루엔자분할백신),,,,,,,,,
2017062100001,보령플루Ⅷ테트라백신주(프리필드시린지)(인플루엔자분할백신),,,,,,,,,
2017012300022,보령플루백신V주(프리필드시린지)(인플루엔자분할백신),,,,,,,,,
2016111700004,보령플루백신VIII-TF주(프리필드시린지)(인플루엔자분할백신),,,,,,,,,
