Unnamed: 0,dcode,dname,extracted,ingd_code,merged_contents,권장,주의,권장영양소,권장식재료,주의영양소,주의식재료
1184,A11APPPPP2116,셀보렉스큐연질캡슐,셀보렉스큐연질캡슐,I005713,지방 ,지방 ,,지방,,,
1186,2.01E+12,셀씨큐연질캡슐,셀씨큐연질캡슐,I005713,지방 ,지방 ,,지방,,,
1192,2.02E+12,소가프텐정,소가프텐정,I001401,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
1194,A11AKKKKK0493,소하자임플러스정,소하자임플러스정,I003757,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의",,"카페인,마늘, 양파",,,카페인,"마늘, 양파"
1196,A11ABBBBB1313,속시나제삼중정,속시나제삼중정,I003757,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의",,"카페인,마늘, 양파",,,카페인,"마늘, 양파"
1197,A11AOOOOO4971,속시탈과립,속시탈과립,I003757,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의",,"카페인,마늘, 양파",,,카페인,"마늘, 양파"
1198,2.02E+12,속시탈정,속시탈정,I003757,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의",,"카페인,마늘, 양파",,,카페인,"마늘, 양파"
1199,2.02E+12,속이쿨정,속이쿨정,I003757,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의",,"카페인,마늘, 양파",,,카페인,"마늘, 양파"
1201,2.01E+12,속크린산,속크린산,I003757,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의",,"카페인,마늘, 양파",,,카페인,"마늘, 양파"
1202,2.02E+12,속펜하겐정,속펜하겐정,I003757,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의",,"카페인,마늘, 양파",,,카페인,"마늘, 양파"
1214,2.02E+12,슈가린정,슈가린정,I002817,비타민 C 주의,,비타민C ,,,비타민C,
1218,2.02E+12,슈가메트서방정2.5/500mg,슈가메트서방정,I002178,"고탄수화물 식품 섭취 주의 녹차, 아스파라거스 추출물, 민들레 등 천연 이뇨제 주의 비타민 B ",비타민B ,"탄수화물, 아스파라거스, 천연 이뇨제 ",비타민B,,탄수화물,"아스파라거스, 토마토, 수박, 오이, 비트, 당근, 포도, 양상추, 가지, 셀러리, 오트밀, 파슬리"
1225,2.02E+12,슈가트롤듀오서방정10/1000mg,슈가트롤듀오서방정,I002178,"고탄수화물 식품 섭취 주의 녹차, 아스파라거스 추출물, 민들레 등 천연 이뇨제 주의 비타민 B ",비타민B ,"탄수화물, 아스파라거스, 천연 이뇨제 ",비타민B,,탄수화물,"아스파라거스, 토마토, 수박, 오이, 비트, 당근, 포도, 양상추, 가지, 셀러리, 오트밀, 파슬리"
1227,2.02E+12,슈가트리서방정5/10/1000mg,슈가트리서방정,I002178,"고탄수화물 식품 섭취 주의 녹차, 아스파라거스 추출물, 민들레 등 천연 이뇨제 주의 비타민 B ",비타민B ,"탄수화물, 아스파라거스, 천연 이뇨제 ",비타민B,,탄수화물,"아스파라거스, 토마토, 수박, 오이, 비트, 당근, 포도, 양상추, 가지, 셀러리, 오트밀, 파슬리"
1228,2.02E+12,슈가파듀오서방정10/1000mg,슈가파듀오서방정,I002178,"고탄수화물 식품 섭취 주의 녹차, 아스파라거스 추출물, 민들레 등 천연 이뇨제 주의 비타민 B ",비타민B ,"탄수화물, 아스파라거스, 천연 이뇨제 ",비타민B,,탄수화물,"아스파라거스, 토마토, 수박, 오이, 비트, 당근, 포도, 양상추, 가지, 셀러리, 오트밀, 파슬리"
1233,2.01E+12,슈가펜에스정,슈가펜에스정,I002817,비타민 C 주의,,비타민C ,,,비타민C,
1236,A11A0350B0004,슈비칼정(수출용),슈비칼정,I001471,비타민 C  육류/어류/가금류 ,"비타민C, 육류/어류/가금류 ",,비타민C,"돼지고기, 고등어, 닭",,
1240,2.01E+12,스리날에스정,스리날에스정,I003757,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의",,"카페인,마늘, 양파",,,카페인,"마늘, 양파"
1257,A11AKP08F0260,스토마킥정,스토마킥정,I003757,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의",,"카페인,마늘, 양파",,,카페인,"마늘, 양파"
1303,2.02E+12,쎄레텍정,쎄레텍정,I005957,"카페인 주의 마늘, 생강, 인삼, 은행엽 섭취 주의",,"카페인, 마늘, 생강, 인삼   ",,,카페인,"마늘, 생강, 인삼"
1304,2.02E+12,쎄브칸플러스정,쎄브칸플러스정,I005957,"카페인 주의 마늘, 생강, 인삼, 은행엽 섭취 주의",,"카페인, 마늘, 생강, 인삼   ",,,카페인,"마늘, 생강, 인삼"
1311,2.01E+12,씨가메트정,씨가메트정,I004695,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
1313,2.02E+12,씨콕스플러스정,씨콕스플러스정,I005957,"카페인 주의 마늘, 생강, 인삼, 은행엽 섭취 주의",,"카페인, 마늘, 생강, 인삼   ",,,카페인,"마늘, 생강, 인삼"
1329,A11AOOOOO4258,아가푸린주사,아가푸린주사,I002904,"마늘, 생강, 인삼, 은행엽 섭취 주의",,"마늘, 생강, 인삼",,,,"마늘, 생강, 인삼"
1334,A11AKKKKK0239,아루탈삼중정(수출용),아루탈삼중정,I003757,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의",,"카페인,마늘, 양파",,,카페인,"마늘, 양파"
1337,2.02E+12,아리아디에스정,아리아디에스정,I005957,"카페인 주의 마늘, 생강, 인삼, 은행엽 섭취 주의",,"카페인, 마늘, 생강, 인삼   ",,,카페인,"마늘, 생강, 인삼"
1351,2.02E+12,아스본플러스정,아스본플러스정,I005957,"카페인 주의 마늘, 생강, 인삼, 은행엽 섭취 주의",,"카페인, 마늘, 생강, 인삼   ",,,카페인,"마늘, 생강, 인삼"
1374,2.02E+12,아토메가연질캡슐5/1000mg,아토메가연질캡슐,I004369,자몽주스 주의,,자몽 ,,,,자몽
1375,2.02E+12,아토코마연질캡슐5/1000mg,아토코마연질캡슐,I004369,자몽주스 주의,,자몽 ,,,,자몽
1376,2.02E+12,아트로메가콤비젤연질캡슐,아트로메가콤비젤연질캡슐,I004369,자몽주스 주의,,자몽 ,,,,자몽
1378,2.02E+12,아트맥콤비젤연질캡슐,아트맥콤비젤연질캡슐,I004369,자몽주스 주의,,자몽 ,,,,자몽
1386,2.02E+12,알가스정,알가스정,I003478,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
1389,A11APPPPP2610,알루실산정,알루실산정,I003757,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의",,"카페인,마늘, 양파",,,카페인,"마늘, 양파"
1398,2.01E+12,알파타민진생연질캡슐(수출용),알파타민진생연질캡슐,I001471,비타민 C  육류/어류/가금류 ,"비타민C, 육류/어류/가금류 ",,비타민C,"돼지고기, 고등어, 닭",,
1401,A11A0850A0378,애니탈삼중정,애니탈삼중정,I003757,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의",,"카페인,마늘, 양파",,,카페인,"마늘, 양파"
1405,2.02E+12,액티브메가비타정,액티브메가비타정,I005713,지방 ,지방 ,,지방,,,
1406,A11AKP08K0079,액티브큐텐연질캡슐,액티브큐텐연질캡슐,I005713,지방 ,지방 ,,지방,,,
1407,2.02E+12,액티비씨정,액티비씨정,I001471,비타민 C  육류/어류/가금류 ,"비타민C, 육류/어류/가금류 ",,비타민C,"돼지고기, 고등어, 닭",,
1408,A11AKP08G3893,액티콤연질캡슐,액티콤연질캡슐,I005713,지방 ,지방 ,,지방,,,
1414,2.02E+12,에소가드정20mg,에소가드정,I012707,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B  칼슘 ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
1416,2.02E+12,에소메가정20/800mg,에소메가정,I001284,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B  칼슘 ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
1416,2.02E+12,에소메가정20/800mg,에소메가정,I003757,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의",,"카페인,마늘, 양파",,,카페인,"마늘, 양파"
1418,2.02E+12,에스알파정,에스알파정,I003757,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의",,"카페인,마늘, 양파",,,카페인,"마늘, 양파"
1420,2.02E+12,에스포가듀오서방정10/1000mg,에스포가듀오서방정,I002178,"고탄수화물 식품 섭취 주의 녹차, 아스파라거스 추출물, 민들레 등 천연 이뇨제 주의 비타민 B ",비타민B ,"탄수화물, 아스파라거스, 천연 이뇨제 ",비타민B,,탄수화물,"아스파라거스, 토마토, 수박, 오이, 비트, 당근, 포도, 양상추, 가지, 셀러리, 오트밀, 파슬리"
1427,2.01E+12,에이타민연질캡슐,에이타민연질캡슐,I005713,지방 ,지방 ,,지방,,,
1428,2.01E+12,에이프로젠칼심정(수출용),에이프로젠칼심정,I001471,비타민 C  육류/어류/가금류 ,"비타민C, 육류/어류/가금류 ",,비타민C,"돼지고기, 고등어, 닭",,
1441,2.01E+12,엘가틴정,엘가틴정,I006336,고단백 주의,,단백질 ,,,단백질,
1448,2.02E+12,엘앤씨메가펜정,엘앤씨메가펜정,I002817,비타민 C 주의,,비타민C ,,,비타민C,
1449,2.02E+12,엠포가듀오정12.5/1000mg,엠포가듀오정,I002178,"고탄수화물 식품 섭취 주의 녹차, 아스파라거스 추출물, 민들레 등 천연 이뇨제 주의 비타민 B ",비타민B ,"탄수화물, 아스파라거스, 천연 이뇨제 ",비타민B,,탄수화물,"아스파라거스, 토마토, 수박, 오이, 비트, 당근, 포도, 양상추, 가지, 셀러리, 오트밀, 파슬리"
1460,zl31oaw42bgz9,오라민에프연질캡슐,오라민에프연질캡슐,I001471,비타민 C  육류/어류/가금류 ,"비타민C, 육류/어류/가금류 ",,비타민C,"돼지고기, 고등어, 닭",,
1461,2.01E+12,오라민이연질캡슐,오라민이연질캡슐,I001471,비타민 C  육류/어류/가금류 ,"비타민C, 육류/어류/가금류 ",,비타민C,"돼지고기, 고등어, 닭",,
1462,A11ALLLLL0152,오라민지연질캡슐(수출용),오라민지연질캡슐,I001471,비타민 C  육류/어류/가금류 ,"비타민C, 육류/어류/가금류 ",,비타민C,"돼지고기, 고등어, 닭",,
1532,A11A0130A0434,우노바캡슐,우노바캡슐,I002817,비타민 C 주의,,비타민C ,,,비타민C,
1539,2.01E+12,원큐텐연질캡슐,원큐텐연질캡슐,I005713,지방 ,지방 ,,지방,,,
1541,a6sk6lpmwus4d,웰리드연질캡슐,웰리드연질캡슐,I005713,지방 ,지방 ,,지방,,,
1544,2.02E+12,웰타민에프연질캡슐,웰타민에프연질캡슐,I005713,지방 ,지방 ,,지방,,,
1545,A11APPPPP0209,웰타민연질캡슐,웰타민연질캡슐,I005713,지방 ,지방 ,,지방,,,
1560,A11APPPPP2599,위단산(수출용),위단산,I003757,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의",,"카페인,마늘, 양파",,,카페인,"마늘, 양파"
1565,2.02E+12,위소탈정,위소탈정,I003757,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의",,"카페인,마늘, 양파",,,카페인,"마늘, 양파"
1566,2.02E+12,위속엔정,위속엔정,I003757,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의",,"카페인,마늘, 양파",,,카페인,"마늘, 양파"
1567,A11AKP08G3995,위스타산,위스타산,I003757,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의",,"카페인,마늘, 양파",,,카페인,"마늘, 양파"
1568,2.02E+12,위앤프레쉬정,위앤프레쉬정,I003757,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의",,"카페인,마늘, 양파",,,카페인,"마늘, 양파"
1569,2.02E+12,위엔스탈정,위엔스탈정,I003757,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의",,"카페인,마늘, 양파",,,카페인,"마늘, 양파"
1570,2.02E+12,위엔탑정,위엔탑정,I003757,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의",,"카페인,마늘, 양파",,,카페인,"마늘, 양파"
1571,A11AHHHHH0222,위푸린산,위푸린산,I003757,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의",,"카페인,마늘, 양파",,,카페인,"마늘, 양파"
1572,2.02E+12,위푸린에스산,위푸린에스산,I003757,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의",,"카페인,마늘, 양파",,,카페인,"마늘, 양파"
1573,mdpez3hl3zear,위풀산,위풀산,I003757,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의",,"카페인,마늘, 양파",,,카페인,"마늘, 양파"
1576,2.01E+12,윈탈정,윈탈정,I003757,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의",,"카페인,마늘, 양파",,,카페인,"마늘, 양파"
1589,2.02E+12,유니일라플러스정,유니일라플러스정,I005957,"카페인 주의 마늘, 생강, 인삼, 은행엽 섭취 주의",,"카페인, 마늘, 생강, 인삼   ",,,카페인,"마늘, 생강, 인삼"
1590,A11AJJJJJ0131,유니자임정,유니자임정,I003757,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의",,"카페인,마늘, 양파",,,카페인,"마늘, 양파"
1601,2.02E+12,유로메가연질캡슐5/1000mg,유로메가연질캡슐,I004369,자몽주스 주의,,자몽 ,,,,자몽
1606,2.02E+12,유비센정,유비센정,I001081,섬유질 ,섬유질 ,,섬유질,,,
1607,A11AKP08G0319,유비코엔연질캡슐,유비코엔연질캡슐,I005713,지방 ,지방 ,,지방,,,
1623,2.02E+12,이가펜연질캡슐,이가펜연질캡슐,I004865,"카페인 주의 마늘, 생강은 과량 섭취에 주의",,"카페인,마늘, 생강",,,카페인,"마늘, 생강"
1627,A11AHHHHH0221,이즈펜정,이즈펜정,I002817,비타민 C 주의,,비타민C ,,,비타민C,
1628,2.02E+12,이지콜드플러스연질캡슐,이지콜드플러스연질캡슐,I003385,카페인 주의,,카페인 ,,,카페인,
1628,2.02E+12,이지콜드플러스연질캡슐,이지콜드플러스연질캡슐,I002817,비타민 C 주의,,비타민C ,,,비타민C,
1651,2.01E+12,인코라민큐텐업정,인코라민큐텐업정,I005713,지방 ,지방 ,,지방,,,
1654,2.02E+12,인크린정,인크린정,I001081,섬유질 ,섬유질 ,,섬유질,,,
1655,2.02E+12,인터큐텐연질캡슐,인터큐텐연질캡슐,I005713,지방 ,지방 ,,지방,,,
1656,A11A1110B0051,인포리바연질캡슐(수출용),인포리바연질캡슐,I001471,비타민 C  육류/어류/가금류 ,"비타민C, 육류/어류/가금류 ",,비타민C,"돼지고기, 고등어, 닭",,
1670,2.01E+12,자임큐텐연질캡슐,자임큐텐연질캡슐,I005713,지방 ,지방 ,,지방,,,
1671,2.01E+12,자임텐연질캡슐,자임텐연질캡슐,I005713,지방 ,지방 ,,지방,,,
1696,2.02E+12,제포가듀오서방정10/1000mg,제포가듀오서방정,I002178,"고탄수화물 식품 섭취 주의 녹차, 아스파라거스 추출물, 민들레 등 천연 이뇨제 주의 비타민 B ",비타민B ,"탄수화물, 아스파라거스, 천연 이뇨제 ",비타민B,,탄수화물,"아스파라거스, 토마토, 수박, 오이, 비트, 당근, 포도, 양상추, 가지, 셀러리, 오트밀, 파슬리"
1701,2.02E+12,젠시가메트서방정10/1000mg,젠시가메트서방정,I002178,"고탄수화물 식품 섭취 주의 녹차, 아스파라거스 추출물, 민들레 등 천연 이뇨제 주의 비타민 B ",비타민B ,"탄수화물, 아스파라거스, 천연 이뇨제 ",비타민B,,탄수화물,"아스파라거스, 토마토, 수박, 오이, 비트, 당근, 포도, 양상추, 가지, 셀러리, 오트밀, 파슬리"
1706,2.01E+12,젠큐타민연질캡슐,젠큐타민연질캡슐,I001118,비타민 C  육류/어류/가금류 ,"비타민C, 육류/어류/가금류 ",,비타민C,"돼지고기, 고등어, 닭",,
1710,2.01E+12,조인티지연질캡슐,조인티지연질캡슐,I001471,비타민 C  육류/어류/가금류 ,"비타민C, 육류/어류/가금류 ",,비타민C,"돼지고기, 고등어, 닭",,
1726,A11A1110A0295,진비타연질캡슐(수출용),진비타연질캡슐,I001471,비타민 C  육류/어류/가금류 ,"비타민C, 육류/어류/가금류 ",,비타민C,"돼지고기, 고등어, 닭",,
1727,2.01E+12,진사빗연질캡슐(수출용),진사빗연질캡슐,I001471,비타민 C  육류/어류/가금류 ,"비타민C, 육류/어류/가금류 ",,비타민C,"돼지고기, 고등어, 닭",,
1728,2.01E+12,진생민연질캡슐(수출용),진생민연질캡슐,I001471,비타민 C  육류/어류/가금류 ,"비타민C, 육류/어류/가금류 ",,비타민C,"돼지고기, 고등어, 닭",,
1729,2.01E+12,진생톤골드연질캡슐(수출용),진생톤골드연질캡슐,I001118,비타민 C  육류/어류/가금류 ,"비타민C, 육류/어류/가금류 ",,비타민C,"돼지고기, 고등어, 닭",,
1730,2.01E+12,진탄연질캡슐(수출용),진탄연질캡슐,I001118,비타민 C  육류/어류/가금류 ,"비타민C, 육류/어류/가금류 ",,비타민C,"돼지고기, 고등어, 닭",,
1731,2.01E+12,진탄지연질캡슐(수출용),진탄지연질캡슐,I001471,비타민 C  육류/어류/가금류 ,"비타민C, 육류/어류/가금류 ",,비타민C,"돼지고기, 고등어, 닭",,
1736,2.02E+12,체스탈플러스정,체스탈플러스정,I003757,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의",,"카페인,마늘, 양파",,,카페인,"마늘, 양파"
